"activity_name","destination_name","seo_title","content","description","presentation"
"Pêche en mer ","Montpellier","Pêche en mer  pour mon EVG à Montpellier","<ul> 	<li> 		Un bateau de pêche privatisé pour une matinée avec skipper (4h, de 8h à 12h)</li> 	<li> 		Le carburant</li> 	<li> 		La licence de pêche côtière pour tous les participants</li> 	<li> 		Les appâts, le matériel de pêche, le café et l’apéro sont compris</li> 	<li> 		Départ depuis le port de Carnon</li> 	<li> 		De Juin à Septembre uniquement</li> 	<li> 		<strong>11 personnes maximum</strong></li> </ul> ","Au moins une journée où vous n'attraperez pas que des thons !","<p> 	Cette activité est prévue pour les groupes de 4 à 11 personnes uniquement. Le bateau est privatisé pour le groupe, et le départ se fait depuis le port de Carnon, situé à moins de 15min du centre de Montpellier en voiture. L'activité dure une matinée complète, à savoir 4h !</p> <p> 	<strong>Le bateau inclus</strong> :&nbsp;</p> <ul> 	<li> 		11 places maximum</li> 	<li> 		Une sono est à disposition via smartphone ou USB.</li> 	<li> 		Des glacières sont aussi dispo pour un pique nique ou un apéro en mer.</li> 	<li> 		Le bateau est équipé d'une salle de bain avec toilettes.</li> 	<li> 		À l'avant, des bains de soleil sont dispo.</li> 	<li> 		Possibilité de se baigner en mer. Des shortys sont dispo pour les frileux !!!</li></ul><p>C'est l'activité parfaite pour ramener de quoi déjeuner à la maison en profitant d'un joli <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/striptease-%C3%A0-domicile-activites"">striptease</a> !</p><p><u>BON A SAVOIR</u> :</p><p>&nbsp;Le poisson pêché pourra être ramené à votre appartement messieurs.<br></p> "
"Voltige aérienne (Uniquement pour le marié)","Montpellier","Voltige aérienne  pour mon EVG à Montpellier","<ul> 	<li> 		Accueil, présentation et découverte de votre avion&nbsp;</li> 	<li> 		Remise de votre équipement de vol (casque, combinaison)</li> 	<li> 		Briefing (30minutes environ) avec votre pilote qui vous expliquera le déroulement du vol (différentes phases, figures effectuées et les consignes de sécurité)</li> 	<li> 		Réalisation du vol de voltige aérienne pour le futur marié (En vol, le pilote s’adaptera à son ressenti pour lui permettre de s'adapter progressivement aux sensations du vol acrobatique)</li> 	<li> 		Débriefing</li> 	<li> 		Vidéo du vol offerte (apporter une carte SD !)</li> 	<li> 		Environ 2h sur place</li> </ul> ","Offrez une dernière possibilité au futur marié de s'envoyer en l'air avant son mariage !","<p> 	Le futur marié en a rêvé ?! Crazy voyages l'a fait ! Offrez au futur marié une activité qu'il n'est pas prêt d'oublier. Il se dit fort et sportif ? On verra s'il arrivera à résister aux différentes figures effectuées par notre pilote professionnel ;-)</p><p>Nous avons aussi du <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/parachute-ascensionnel-activites"">Parachute Ascensionnel </a>;)</p><p><u>BON A SAVOIR</u> :</p> <p> 	Le RDV est donné dans la banlieue de Montpellier, près de l'aéroport, à moins de 10min du centre-ville.</p> "
"Escape Game Outdoor Magie","Montpellier","Escape Game Outdoor Magie pour mon EVG à Montpellier!","<ul><li><span style=""font-weight: normal;"">Durée de l'activité : 02h00</span></li><li><span style=""font-weight: normal;"">Escape game outdoor dans le centre-ville</span></li><li><span style=""font-weight: normal;"">Différentes énigmes thème&nbsp;</span>Magie</li><li><span style=""font-weight: normal;"">Plusieurs équipes de 1 à 6 personnes</span></li><li><span style=""font-weight: normal;"">Instructions de jeu&nbsp;</span></li><li><span style=""font-weight: normal;"">Codes d'accès</span></li><li><span style=""font-weight: normal;"">Jeu accessible depuis sur votre portable</span></li><li><span style=""font-weight: normal;"">Vous jouez le jour et à l'horaire de votre choix, en toute autonomie</span><br></li></ul><p><br></p><p><u>Le jour J:</u></p><ul><li><span style=""font-weight: normal;"">Veillez à avoir un niveau de batterie suffisant</span></li><li><span style=""font-weight: normal;"">Disposez d'un forfait 3G/4G</span></li><li><span style=""font-weight: normal;"">Activez les données mobiles/géolocalisation/son</span></li><li><span style=""font-weight: normal;"">Munissez vous d'un papier et d'un stylo</span></li><li><i style=""font-weight: normal;"">Les photos et vidéos réalisées sont automatiquement enregistrées dans votre smartphone</i></li></ul>","<p>Escape game outdoor dans le centre-ville sur le thème Magie !</p>","<p>Si vous avez déjà fait des <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/escape-room-activites"">escape games</a> classiques, l' Escape Game Outdoor Magie c'est fait pour vous !</p><p>Un escape game outdoor et autonome : dès que vous téléchargez l'application vous pouvez décider quand commencer l'activité !</p><p>Prenez votre baguette, votre smartphone et commencez le jeu !</p><p>Une malédiction a scellé l'entrée d'un passage souterrain, empêchant les esprits de regagner l'au-delà. On dit qu'il se cache désormais quelque part en ville... À votre équipe de briser ce sort et de retrouver ce lieu au plus vite !</p><p><br></p><p><u>BON À SAVOIR</u> :</p><p>L'activité a une durée d'environ 2h.</p>"
"Paintball & Crazy Games","Montpellier","Paintball & Crazy Games pour mon EVG à Montpellier","<p><ul><li><p style=""display: inline !important;"">Une demi-journée d'activité (3h d'activité)</p></li><li>2h de défis tel que Course Sumo, Course Palmée, Jeux d’anneaux, The Game of Trone 😆, Relais Ventre glisse*, et pleins d'autres jeux de rapidité.</li><li>1h de Paintball Outdoor </li><li>300 billes par personne</li><li>Les gants, le masque, le plastron inclus</li><li>Pour des raisons écologiques évidentes, nous ne fournissons plus de combinaison</li><li>6 personnes minimum</li><li>Animateur dédié</li><li>Tenue sportive et baskets obligatoires</li><li>Consommation d’alcool interdite (site et parking)</li><li>Parking et casiers disponibles</li></ul></p>","<p>Au programme, une heure de Paintball avec 300 billes incluses par personne pour canarder le futur marié comme vous en avez toujours rêvé, puis vous vous affronterez à travers plusieurs crazy games.</p>","<p>Au programme, une heure de Paintball avec 300 billes incluses par personne pour canarder le futur marié comme vous en avez toujours rêvé, puis vous vous affronterez&nbsp;à travers plusieurs crazy games.<br>De quoi faire bien rire le futur marié pour son enterrement de vie de garçon à Montpellier !</p><p>Pour ceux qui ne veulent faire que du paintball, c'est possible<a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/paintball-activites""> ici </a>!</p><p><b><u>BON A SAVOIR</u> :</b></p><p>Vous avez RDV à environ 20 minutes en voiture du centre de Montpellier pour une après-midi fun et sportive !<span style=""font-weight: normal;""><br></span></p>"
"Spa ","Montpellier","Spa  pour mon EVG à Montpellier | Enterrement de vie de garçon","<ul><li>L'accès au spa pendant 2 heures</li><li>Bassin, sauna et hammam</li><li>Un massage relaxant de 30min au choix pour le futur marié</li><li>Une pause gourmande au champagne pour tout le groupe</li><li>Pas disponible le dimanche</li></ul>","<p>Un délicieux moment de relaxation lors de votre EVG, dans un magnifique spa du centre de Montpellier !</p>","<p>Le spa est situé dans Montpellier même, facilement accessible en transport en commun ou en voiture depuis le centre ville. C'est l'endroit rêvé pour se relaxer après une soirée d'EVG bien arrosée ! L'endroit n'est pas privatisé, et le calme est donc requis dans cet établissement haut-de-gamme.</p><p> </p><p>ATTENTION : Cette activité n'est pas disponible le dimanche.</p>"
"Canyoning ","Montpellier","Canyoning  pour mon EVG à Montpellier","<ul> 	<li> 		Equipement complet pour la pratique du Canyoning</li> 	<li> 		Briefing et encadrement par un instructeur professionnel</li> 	<li> 		Initiation au Canyoning pendant 2h à 3h environ</li> 	<li> 		Matériel et combinaison fournis</li> </ul> ","Envie de sensation forte pour votre EVG ? Fan de paysage montagnard ? Le canyoning est fait pour vous, et facilement accessible au départ de Montpellier !","<p> 	Vous avez RDV à environ 30minutes de Montpellier (25 minutes à 1 heure en fonction du niveau d'eau) pour 3 heures d'activité !&nbsp;</p> <p> 	Puis, jettez vous à l'eau équipé de combinaison néoprène baudrier et casque pour la descente d'une rivière à la découverte de gorges magnifiques ! Au programme, des sauts progressifs de 1 à 10 mètres, des toboggans, des tyroliennes, des rappels..., et bien d'autres surprises !</p><p>Pour les plus sportifs, testez le<a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/parcours-aventure-activites""> Parcours Sportif</a> !</p><p><u>BON A SAVOIR</u> :</p> <p> 	L'activité est soumise aux conditions météorologiques. Prévoir de bonnes chaussures, un maillot de bain, un petit encas (barres céréales, fruits secs...), et une bouteille d'eau (1L/pers.). La taille et le poids de chaque participant doivent être communiqués la veille au plus tard messieurs ;-)<br></p> "
"Crazy Games","Montpellier","Crazy games pour mon EVG à montpellier","<ul><li>2h d'activité environ</li><li>Plusieurs défis pour vous et votre groupe</li><li>Cours de sumo, relais vente-glisse, course de banane, course de ski</li><li>Animateur</li><li>Disponible d'avril à mi octobre à 09h30, 13h30 ou 16h15</li><li>Min 6 participants</li><li>BBQ à disposition pour le midi&nbsp;</li><li>Tenue sportive et baskets obligatoires (prévoir une tenue complète de rechange avec chaussures + serviette + anti moustique, crème solaire, casquette + kway)</li><li>&nbsp;Consommation d’alcool interdit</li><li>L'activité a lieu à 20 min du centre</li></ul>","<p>Venez relever les plus incroyable défis !</p>","<div><span style=""font-weight: normal;"">Venez tenter de relever notre série de défis lors de votre Enterrement de vie de Garçon à Montpellier :</span></div><p>Course Sumo, Course de banane et plein d'autres jeux de rapidité !<br></p><p>Pour une après-midi complète, nous avons le <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/paintball-&amp;-multi-activit%C3%A9s-activites"">Paintball &amp; Crazy Games</a> !</p><p><u>BON A SAVOIR</u> :</p><p>Le centre se trouve à environ 20 minutes en voiture de Montpellier !</p>"
"Limousine Q7","Montpellier","Limousine Q7 pour mon EVG à Montpellier","<ul> 	<li> 		1 heure de limousine dans Montpellier</li> 	<li> 		1 bouteille de fines bulles offertes</li> 	<li> 		8 personnes maximum (2 limousines de 9 à 16 personnes)</li><li>Un chèque de caution vous sera demandé<br></li> </ul> ","<p>Hummer, trop banal pour le futur marié? Testez un moyen de locomotion unique à Montpellier : La limousine Audi Q7</p>","<p> 	La limousine vient vous chercher devant votre hôtel ou autre point de RDV dans Montpellier que vous aurez fixé à l'avance. Puis, le chauffeur vous propose une balade d'une heure dans Montpellier ! Le transport idéal pour vous rendre au restau ou en club !</p><p>Nous avons aussi d'autres limousines : la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/lincoln-limousine-activites"">Krystal</a> et la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/chrysler-limousine-activites"">Chrysler</a>.&nbsp;</p><p><b><u>BON A SAVOIR</u> :</b></p> <p> 	Attention, la limousine ne peut accueillir que 8 personnes au maximum !</p> "
"Dégustation de vin ","Montpellier","Dégustation de vin  pour mon EVG à Montpellier","<ul> 	<li> 		Visite des vignes, caves et chais à barriques.</li><li>Dégustation de 4 vins ( 1 blanc, 1 rosé, 2 rouges).</li> 	<li> 		Des accords mets et vins</li> 	<li> 		Un guide expert en vin pour l'initiation</li><li>Durée : 1h00 à 1h30</li><li>10 personnes minimum.</li></ul> ","Une dégustation de vins en guise d'apéro ?!... N'attendez plus, et partez à la découverte des vins du Languedoc-Roussillon !","<p> 	Le but de cet atelier est d'initier les participants à la dégustation de vins de façon simple et conviviale. Quelles sont les étapes de la dégustation ?&nbsp;Comment reconnaitre les arômes avec un jeu de reconnaissance d'arômes ? Quel vocabulaire employer pour décrire un vin ?&nbsp;Comment évaluer un vin grâce à des fiches d'évaluation professionnelle ?&nbsp;Comment accorder au mieux un vin et un plat ?...</p> <p class=""""> 	Après une petite partie théorique, vous pourrez directement mettre en pratique vos talents de dégustateur avec la dégustation commentée de 4 vins ! Vous pourrez tester vos connaissances et expérimenter les accords mets et vins grâce à un accompagnement de tapas&nbsp; !&nbsp;</p><p class="""">Bref, RDV dans Montpellier lors de votre EVG pour tester cette activité Messieurs !<br></p><p class="""">Pour les sportifs qui aiment boire, testez la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/rando-trotinette-vignobles-activites"">Randonnée Vignobles</a>.&nbsp;</p><p class=""""><u>BON A SAVOIR</u> :</p><p class="""">10 personnes minimum.&nbsp;</p> "
"Prison Island","Montpellier","Prison Island pour mon EVG à Montpellier!","<ul><li>Entrée au&nbsp;Prison Island</li><li>De 2 à 5 minutes pour résoudre le défi dans chaque cellule</li><li>5 personnes par équipe</li><li>Durée: 1 heure</li><li>Challenge entre plusieurs équipes</li><li>Tentez de résoudre le plus de cellules possibles pour gagner</li><li>30 cellules de jeu</li><li>30 défis (physiques, techniques, intellectuels) - 1 défi dans chaque cellule</li><li>Bar sur place</li><li>L'activité est à environ 30 min du centre-ville</li></ul>","<p>Prison Island, c'est 30 cellules de jeu, 30 défis (physiques, techniques, intellectuels), ... De quoi bien faire flipper tout le monde !!</p>","<p>Réservez le Prison Island pour votre EVG à Montpellier!</p><p>Le Prison Island est un mélange excitant entre un escape game et une chasse au trésor… mais en version beaucoup plus fun !</p><p>Il se compose de 30 cellules, chacune offrant 30 défis variés (physiques, techniques, intellectuels).</p><p>Les participants sont répartis en équipes de 5, et chaque cellule vous donnera entre 2 et 5 minutes pour relever les défis et accumuler un maximum de points !</p><p>Vous pouvez choisir votre propre parcours et revenir dans les cellules de votre choix pour améliorer vos performances.</p><p>Un jeu plein d'adrénaline, idéal pour découvrir qui est le meilleur tacticien parmi vous !</p><p><br></p><p>BON À SAVOIR:</p><p>L'activité est à environ 30 min du centre-ville.</p>"
"Journée en mer","Montpellier","Journée en mer pour mon EVG à Montpellier!","<ul><li>Promenade en mer</li><li>Balade jusqu'à&nbsp;Pointe de l’Espiguette ou Banc de sable du Grau du Roi-Port Camargue</li><li>Bateau privatisé</li><li>Skipper</li><li>Durée: 6 heures</li><li>Repas tapas: planche de charcuteries locales, fromages, tapenades et fougasse</li><li>Activités baignades: paddle, bouées géantes, snorkeling</li><li>Jeux de plages: Mölkky, ballons, frisbee, raquettes</li><li>Musique à bord</li><li>Le&nbsp;bateau est équipé de toilettes accessibles à tout moment</li><li>Solarium</li><li>Horaires: 09h30, 12h, 16h</li><li>Min 10 personnes</li><li>2 bateaux (de 12 et 13 personnes) disponibles</li></ul>","<p>EVG à Montpellier – Journée en mer inoubliable!</p>","<p>EVG à Montpellier – Journée en mer inoubliable!</p><p>Embarquez avec vos amis pour une journée en mer exceptionnelle au large de Montpellier, spécialement pensée pour un enterrement de vie de garçon mémorable. Montez à bord d’un bateau privatisé pour votre groupe, avec skipper, et profitez de 6 heures de détente, de fun et de convivialité.</p><p>Au programme : un délicieux repas façon tapas composé de planches de charcuteries locales, de fromages, de tapenades et de fougasse, idéal pour partager un moment gourmand. Entre deux bouchées, vous pourrez vous rafraîchir en mer avec des activités baignade : paddle, bouées géantes, snorkeling… Pour prolonger le plaisir, des jeux de plage comme le mölkky, des ballons, des frisbees ou des raquettes seront également à disposition.</p>"
"Crazy Catamaran Party Open Bar","Montpellier","Crazy Catamaran Party Open Bar  pour mon EVG à Montpellier","<p><br></p><ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Départs à 19H30 et 21H45 - Tous les samedis d'avril à octobre</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Croisière festive de 2h en mer (croisière non privative)</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Musique généraliste ultra festive à bord avec DJ</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>BOX 1/2 bagel poulet + 1/2 bagel végétarien + chips au sel de Camargue</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Dessert : 1 cookie</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>OPEN BAR durant la croisière : softs et alcools (Punch maison, Sex on the Beach, bière, vin blanc ou rosé, vin pétillant fines bulles, jus de fruits, Coca, Ice Tea)</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Possibilité de fumer sur le catamaran</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Sécurité absolue à bord - Catamaran très stable</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Caution de 100€ par personne à donner en chèque ou espèces à votre arrivée sur le bateau</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Tenue correcte exigée</li></ol><p><br></p>","Un catamaran party réservé exclusivement aux groupes de Crazy-Voyages, pour une soirée d'EVG en mode VIP !!","<p>Que diriez vous d'une Crazy Catamaran Party Open Bar pour profiter d'une soirée d'EVG en pleine mer pendant votre week-end à Montpellier ?</p><p> 	Pour les groupes à la recherche d'exclusivité, nous avons ce qu'il vous faut ! Embarquez sur ce bateau géant au port de La Grande Motte pour une Catamaran Party de folie !</p>Au programme : 2h de croisière en pleine mer, musique, snack et macarons, open-bar et champagne pour les groupes de 7 et plus, pour une soirée d'Enterrement de Vie de Célibataire inoubliable !<br><div><p>En journée, nous avons à peu près la même chose avec la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/crazy-eat-party-activites"">Crazy Eat Party</a>.&nbsp;</p><p><br></p><p><u style=""font-weight: bold;"">BON À SAVOIR</u> :&nbsp;<br>Une caution sera demandée à chaque participant, le montant est de 100€.&nbsp;Le chèque sera rendu à la fin de la prestation.</p> </div>"
"Balade en bateau 4h","Montpellier","Balade en bateau 4h pour mon EVG à Montpellier","<p><ul><li><p style=""display: inline !important;"">Un bateau privatisé pour 4h avec skipper </p></li><li>Possibilité de baignade au large</li><li>Serviettes de bain et combishorts à disposition</li><li>Sono bluetooth</li><li>Possibilité de ramener votre pique-nique ou votre apéro sur le bateau</li><li>Glacières avec de la glace à votre disposition</li><li>Cabine avec toilettes à disposition </li><li>Départ depuis le port de Carnon</li><li>11 personnes maximum</li><li>Possibilité de rajouter du paddle et/ou Bouée tractée (sur demande, avec supplément)</li><li>Possibilité de rajouter une formule boissons à volonté et/ou des formules repas (sur demande, avec supplément)</li><li>Disponible entre avril et octobre</li><li>Parking disponible sur place</li><li>Possibilité de augmenter ou diminuer la durée de la prestation (sous disponibilité, avec supplément). Durées possibles: 2h, 3h, 4h, 5h, 6h, 7h, 8h</li></ul></p><ul> </ul> ","Une balade de 4h en Méditerrannée avec notre boat de 11 places ! Parfait pour les groupes à la recherche d'exclusivité lors de leur EVG !","<p>L'activité Balade en bateau 4h  à Montpellier pour un enterrement de vie de garçon est une expérience inoubliable qui vous permettra de profiter d'une balade en mer de 4 heures, à bord d'un bateau privatisé avec un skipper!</p><p>Le point de rendez-vous est au port de Carnon, situé à moins de 15 minutes en voiture du centre de Montpellier, ce qui le rend facilement accessible.</p><p>Pendant cette sortie en mer, vous aurez l'opportunité de vous détendre et de vous amuser. Vous pourrez profiter d'un arrêt baignade rafraîchissant pour vous rafraîchir dans les eaux méditerranéennes.&nbsp;</p><p>Le bateau est équipé de tout ce dont vous avez besoin pour passer un bon moment : une sono est à votre disposition via smartphone ou USB, vous permettant de mettre votre musique préférée et de créer une ambiance festive à bord.</p><p>Si vous souhaitez apporter de la nourriture ou des boissons, des glacières sont disponibles pour stocker vos collations, votre pique-nique ou vos boissons rafraîchissantes. Vous pourrez ainsi profiter d'un apéro en mer tout en admirant les paysages côtiers.<br></p><p>Dans l'ensemble, cette activité bateau à Montpellier pour un EVG offre un mélange parfait de détente, de divertissement et d'aventure en mer. Vous pourrez passer un après-midi mémorable avec vos amis, en profitant du beau temps, de la musique, de la baignade et de l'atmosphère festive à bord du bateau.<br></p><ul> </ul><p>Et si vous êtes des vrais passionnés de bateau, testez aussi la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/catamaran-party-activites"">Catamaran Party</a> !</p><p><br></p><p><u>BON À SAVOIR</u> :&nbsp;</p><p>Vous pouvez augmenter ou diminuer le temps de location du bateau (à demander à votre conseiller au moment de la réservation).&nbsp;</p> "
"Escape Room ","Montpellier","Escape Room  pour mon EVG à Montpellier","<ul> 	<li> 		Instructeur local pour vous expliquer le jeu</li> 	<li> 		Escape Room réservée pour votre groupe</li> 	<li> 		Énigmes à résoudre pour trouver la sortie</li> 	<li> 		Groupes de 3 à 6 personnes par salle <em>(3 salles disponibles)</em></li> </ul> ","L'Escape Room à Montpellier, un mélange de SAW et Labyrinthe ! Enfermés dans une pièce sans issue, vous devrez résoudre les énigmes pour pouvoir vous échapper !","<p> 	Vous serez accueillis par notre équipe locale de passionnés, dans la périphérie de Montpellier, à quelques minutes en voiture seulement du centre-ville. Ils vous donneront les instructions pour débuter le jeu et resteront à votre disposition en cas de besoin. Vous aurez ensuite 60 minutes pour résoudre toutes les énigmes et trouver la sortie !</p><p>C'est l'activité parfaite avant une <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/d%C3%A9gustation-de-vin-activites"">Dégustation de vins</a>.&nbsp;</p><p><u>BON A SAVOIR</u> :</p><p>18 personnes maximum pour cette activité.</p> "
"Bouée tractée ","Montpellier","Bouée tractée  pour mon EVG à Montpellier","<ul> 	<li> 		Un briefing de sécurité</li> 	<li> 		Une session de bouée tractée de 10 minutes par personne (30 minutes en mer environ)</li> 	<li> 		Le choix de la bouée :&nbsp;Canapé rodéo, donut's, flyfish ou banane <em>(selon disponibilité)</em></li> 	<li> 		L'essence, l'assurance et le prêt des équipements<em> (Combinaison et gilet de sauvetage)</em></li> </ul> ","Parce que Montpellier, c'est aussi les plages, et tout ce qui va avec !","<p>Au programme, 10 minutes de bouée tractée par personne pour vous rafraîchir les idées après une soirée d'EVG bien arrosée en <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/bo%C3%AEte-&amp;-bouteilles-activites"">boîte</a> !</p> <p> 	Pensez à prendre votre maillot de bain messieurs !</p><p><u>BON A SAVOIR</u> :</p><p>Le RDV est fixé à la Grande Motte, à moins de 20min en voiture du centre-ville de Montpellier !&nbsp;<br></p> "
"Escape Game Outdoor Braquage à la casa","Montpellier","Escape Game Outdoor Braquage à la casa pour mon EVG à Montpellier!","<ul><li><span style=""font-weight: normal;"">Durée de l'activité: 02h30</span></li><li><span style=""font-weight: normal;"">Escape game outdoor dans le centre-ville</span></li><li><span style=""font-weight: normal;"">Différentes énigmes thème La casa de papel</span></li><li><span style=""font-weight: normal;"">Plusieurs équipes de 1 à 6 personnes</span></li><li><span style=""font-weight: normal;"">Instructions de jeu</span></li><li><span style=""font-weight: normal;"">Codes d'accès</span></li><li><span style=""font-weight: normal;"">Jeu accessible depuis sur votre portable</span></li><li><span style=""font-weight: normal;"">Vous jouez le jour et à l'horaire de votre choix, en toute autonomie</span></li><li><span style=""font-weight: normal;"">Min 2 joueurs</span></li></ul><p><u><br></u></p><p class=""""><u>Le jour J</u> :</p><ul><li><span style=""font-weight: normal;"">Veillez à avoir un niveau de batterie suffisant</span></li><li><span style=""font-weight: normal;"">Disposez d'un forfait 3G/4G</span></li><li><span style=""font-weight: normal;"">Activez les données mobiles/géolocalisation/son</span></li><li><span style=""font-weight: normal;"">Munissez vous d'un papier et d'un stylo</span></li><li><span style=""font-weight: normal;"">Les photos et vidéos réalisées sont automatiquement enregistrées dans votre smartphone</span></li></ul>","","<p>Escape Game Outdoor Braquage à la casa : êtes-vous à la hauteur pour le braquage du siècle?</p><p>Le Professeur a été arrêté.. Vous devez donc aider les autres braqueurs en action pour réussir l'ouverture des coffres. Trouvez les messages codés, déchiffrez les énigmes et sauvez le Professeur et l'argent !</p><p>Vous avez 2h30 pour gagner les 1 000 000$ !</p><p>Le jeu se fait directement sur votre smartphone. Formez les équipes, chargez l'application et commencez à jouer !</p><p><br></p><p><u>BON À SAVOIR</u> :</p><p>Vous pouvez jouer à l'heure de votre choix en toute autonomie !</p>"
"Sports Indoor","Montpellier","Sports Indoor pour mon EVG à Montpellier","<ul><li>2h d'activités<br></li><li>Libre accès aux différentes activités durant les 2 heures</li><li>Instructeurs pour vous encadrer</li><li>2 bières par personne<br></li><li>Vestiaires et casiers sur place<br></li><li>Activités sur place : Simulateurs (ski, snowboard, baseball, kayak, football, basket etc...), escalade connectée, tir laser, footpool, foot radar.</li></ul>","<p>Libre accès aux différentes activités durant les 2 heures !</p>","<p><span style=""font-weight: normal;"">Vous êtes le genre de groupe d'EVG qui a du mal à se mettre d'accord sur le choix des activités ?&nbsp; Ne cherchez plus, ce package est fait pour vous.</span></p><p><span style=""font-weight: 400;"">Durant deux heures vous avez accès à </span>des dizaines de simulateurs et activités en intérieur<span style=""font-weight: 400;""> pour votre plus grand plaisir.</span></p><p>Tir Laser :&nbsp;</p><p><span style=""font-weight: normal;"">Pour tous les fan des JO d'hiver, cette activité reprend les principes du tir de Biathlon. Idéal pour vous mesurer les uns contre les autres et désigner le meilleur tireur.</span></p><p>Escalade connectée :</p><p><span style=""font-weight: normal;"">Vous pensiez tout savoir de l'escalade? Le fait que le mur soit connecté va vous faire changer d'avis !&nbsp;</span></p><p><span style=""font-weight: normal;"">Divers jeux possibles régis par les lumières et simulateurs du mur comme le labyrinthe, l'écrasement de chauve souris ou encore le désormais très célèbre ping-pong durant lequel deux adversaires doivent se renvoyer une balle virtuelle en montant et descendant du mur. Une sorte de ""Pong"" en réalité.</span></p><p>Simulateurs :&nbsp;<br></p><p><span style=""font-weight: normal;"">Ski, snowboard, baseball, kayak, football, basket etc... il y en a pour tous les goûts. Aucune excuse pour ne plus faire du sport.</span></p><p>Foot bulle :</p><p><span style=""font-weight: normal;"">Une activité phare des enterrements de vie de garçon !</span></p><p>Foot Pool :</p><p><span style=""font-weight: normal;"">Le mélange ultime du Billard et du football !</span></p><p>Foot Radar :</p><p><span style=""font-weight: normal;"">Pour tout ceux qui pensent avoir la même frappe qu'Adriano dans PES 2006 ! Affrontez vous en tirant dans le ballon face au radar et voyons qui aura la plus grosse frappe !</span></p><p><span style=""font-weight: 400;"">Toutes ces activités sont en intérieur. Si vous préférez profiter du soleil de Montpellier vous pouvez opter pour les <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/les-d%C3%A9fis-activites"">Crazy Game</a>s !</span></p><p><u>BON A SAVOIR</u> :<span style=""font-weight: 400;""><br></span></p><p>L'espace est situé à 25 minutes du centre-ville de Montpellier.&nbsp;</p>"
"Chrysler Limousine ","Montpellier","Chrysler Limousine  pour mon EVG à Montpellier","<ul> 	<li> 		1 heure de limousine dans Montpellier</li> 	<li> 		1 bouteille de fines bulles offertes</li> 	<li> 		8 personnes maximum&nbsp;<em>(2 limousines de 9 à 16 personnes)</em></li><li>Un chèque de caution vous sera demandé<br></li> </ul> ","La version deluxe de la limousine pour prendre l'apéro lors de votre Enterrement de Vie de Garçon à Montpellier !","<p> 	La limousine vient vous chercher devant votre hôtel ou autre point de RDV dans Montpellier que vous aurez fixé à l'avance. Puis, le chauffeur vous propose une balade d'une heure dans Montpellier ! Le transport idéal pour vous rendre au restau ou en club !</p><p>Nous avons aussi d'autres limousines : la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/limousine-q7-activites"">Q7</a> et la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/lincoln-limousine-activites"">Krystal</a>.&nbsp;</p><p><u>BON A SAVOIR</u> :</p> <p> 	Attention, la limousine ne peut accueillir que 8 personnes au maximum !</p> "
